Comp. - Año / Mes Contab. (AAAA/MM),Comp. - F. Contab.,Comp. - F. Emisión,Comp. - Pto. Vta. - Cód.,Comp. - Nro.,Cliente - País - Cód.,Ítem - Artículo - Cód. Gen.,Ítem - Artículo - Elem. 1 - Cód.,Ítem - Concepto - Cód.,Ítem - Cant. UM 1,Ítem - U. M. 1,Ítem - Cant. UM 2,Ítem - U. M. 2,Artículo - Factor Conv.,Varietal,Ítem - Impte. Fact. Loc.,Ítem - Impte. Neto mon. Local,Ítem - Impte.Total mon Emisión,Comp. - Cotiz. mon. CC,Comp. - Mon. Emisión - Cód.,Moneda de facturación,Artículo - Ord. 1,Artículo - Ord. 2,Artículo - Clase - Cód.,Cliente - Vendedor - Cód.
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13041 ,2020,,5.00000,Unidad,5.00000,Cajas,1.00000,Semillón,157500.01,130165.30,130165.30,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13015 ,2022,,36.00000,Unidad,6.00000,Cajas,6.00000,Cabernet Sauvignon,79199.99,65454.54,65454.54,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13015 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Cabernet Sauvignon,57000.08,47107.50,47107.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13015 ,2022,,18.00000,Unidad,3.00000,Cajas,6.00000,Cabernet Sauvignon,27360.00,22611.57,22611.57,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001039,ARG,13013 ,2022,,168.00000,Unidad,28.00000,Cajas,6.00000,Malbec,369599.97,305454.52,305454.52,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13013 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,114000.15,94215.00,94215.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13013 ,2022,,102.00000,Unidad,17.00000,Cajas,6.00000,Malbec,155040.00,128132.23,128132.23,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13029 ,2016,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,59280.01,48991.74,48991.74,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001039,ARG,13029 ,2016,,90.00000,Unidad,15.00000,Cajas,6.00000,Cabernet Franc,889200.08,734876.10,734876.10,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13034 ,2017,,12.00000,Unidad,2.00000,Cajas,6.00000,Bonarda,26400.00,21818.18,21818.18,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001037,ARG,13010 ,2019,,24.00000,Unidad,4.00000,Cajas,6.00000,Cabernet Sauvignon,23038.40,19040.00,19040.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13010 ,2019,,42.00000,Unidad,7.00000,Cajas,6.00000,Cabernet Sauvignon,50396.50,41650.00,41650.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00000135,ARG,13011 ,2023,,-24.00000,Unidad,-4.00000,Cajas,6.00000,Pinot Noir,-23038.40,-19040.00,-19040.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13011 ,2023,,144.00000,Unidad,24.00000,Cajas,6.00000,Pinot Noir,172799.91,142809.84,142809.84,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001039,ARG,13011 ,2023,,3360.00000,Unidad,560.00000,Cajas,6.00000,Pinot Noir,4031997.82,3332229.60,3332229.60,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13011 ,2023,,54.00000,Unidad,9.00000,Cajas,6.00000,Pinot Noir,64795.50,53550.00,53550.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13011 ,2023,,222.00000,Unidad,37.00000,Cajas,6.00000,Pinot Noir,213119.97,176132.21,176132.21,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001042,ARG,13047 ,2023,,900.00000,Unidad,150.00000,Cajas,6.00000,Cabernet Franc,1079999.42,892561.50,892561.50,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/08,07/08/2023,07/08/2023,0010,00001039,ARG,13047 ,2023,,420.00000,Unidad,70.00000,Cajas,6.00000,Cabernet Franc,503999.72,416528.70,416528.70,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0004
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13047 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Cabernet Franc,270000.12,223140.60,223140.60,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00000136,ARG,13047 ,2023,,-900.00000,Unidad,-150.00000,Cajas,6.00000,Cabernet Franc,-1079999.42,-892561.50,-892561.50,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/08,07/08/2023,07/08/2023,0010,00000005,ARG,13047 ,2023,,900.00000,Unidad,150.00000,Cajas,6.00000,Cabernet Franc,1079999.42,892561.50,892561.50,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13027 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,13200.00,10909.09,10909.09,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13001 ,2023,,54.00000,Unidad,9.00000,Cajas,6.00000,Sauvignon Blanc,64795.50,53550.00,53550.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13003 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Chardonnay,71995.00,59500.00,59500.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,11/08/2023,11/08/2023,0010,00001147,ARG,13047 ,2023,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,7200.00,5950.41,7200.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/08,14/08/2023,14/08/2023,0006,00000596,PAN,15006 ,2021,,1440.00000,Unidad,120.00000,Cajas,12.00000,Malbec,2105280.00,2105280.00,5760.00,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,14/08/2023,14/08/2023,0010,00001043,ARG,13006 ,2021,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,45000.02,37190.10,37190.10,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/08,14/08/2023,14/08/2023,0010,00001043,ARG,13013 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Malbec,82500.04,68181.85,68181.85,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/08,14/08/2023,14/08/2023,0010,00001043,ARG,13017 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Cabernet Franc,82500.04,68181.85,68181.85,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/08,17/08/2023,17/08/2023,0010,00001148,ARG,13147 ,2022,,2.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,4400.00,3636.37,4400.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/08,17/08/2023,17/08/2023,0010,00001148,ARG,13114 ,2022,,2.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,4400.00,3636.36,4400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,17/08/2023,17/08/2023,0010,00001044,ARG,13006 ,2021,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,90000.04,74380.20,74380.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/08,17/08/2023,17/08/2023,0010,00001148,ARG,13113 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,4400.00,3636.36,4400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,17/08/2023,17/08/2023,0010,00001044,ARG,13010 ,2019,,24.00000,Unidad,4.00000,Cajas,6.00000,Cabernet Sauvignon,35999.97,29752.04,29752.04,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/08,17/08/2023,17/08/2023,0010,00001149,ARG,13016 ,2016,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,10500.00,8677.69,10500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,17/08/2023,17/08/2023,0010,00001044,ARG,13003 ,2023,,36.00000,Unidad,6.00000,Cajas,6.00000,Chardonnay,53999.95,44628.06,44628.06,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0011
2023/08,17/08/2023,17/08/2023,0010,00001044,ARG,13011 ,2023,,120.00000,Unidad,20.00000,Cajas,6.00000,Pinot Noir,179999.85,148760.20,148760.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/08,18/08/2023,18/08/2023,0006,00000597,PAN,15006 ,2021,,1440.00000,Unidad,120.00000,Cajas,12.00000,Malbec,2105280.00,2105280.00,5760.00,365.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,18/08/2023,18/08/2023,0010,00001150,ARG,13113 ,2022,,3.00000,Unidad,0.00000,Botellas,1.00000,Malbec,6600.00,5454.55,6600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,18/08/2023,18/08/2023,0012,00000575,ARG,13122 ,2014,,1.00000,Unidad,0.00000,Botellas,1.00000,Torrontes,3000.00,2479.34,3000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,18/08/2023,18/08/2023,0012,00000575,ARG,13129 ,2016,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,24500.00,20247.94,24500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,18/08/2023,18/08/2023,0012,00000575,ARG,13124 ,2019,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,18/08/2023,18/08/2023,0012,00000575,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,18/08/2023,18/08/2023,0012,00000575,ARG,13147 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/08,18/08/2023,18/08/2023,0012,00000575,ARG,13114 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,5500.00,4545.46,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,25/08/2023,25/08/2023,0010,00001045,ARG,13003 ,2023,,120.00000,Unidad,20.00000,Cajas,6.00000,Chardonnay,215998.07,178510.80,178510.80,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,25/08/2023,25/08/2023,0010,00001045,ARG,13011 ,2023,,600.00000,Unidad,100.00000,Cajas,6.00000,Pinot Noir,1079990.34,892554.00,892554.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,25/08/2023,25/08/2023,0010,00001045,ARG,13001 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Sauvignon Blanc,107999.03,89255.40,89255.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,25/08/2023,25/08/2023,0010,00001045,ARG,13033 ,2023,,600.00000,Unidad,100.00000,Cajas,6.00000,Cabernet Franc,1079990.34,892554.00,892554.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,25/08/2023,25/08/2023,0010,00001151,ARG,13013 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,13200.00,10909.09,13200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,25/08/2023,25/08/2023,0010,00001045,ARG,13010 ,2019,,300.00000,Unidad,50.00000,Cajas,6.00000,Cabernet Sauvignon,539995.17,446277.00,446277.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,25/08/2023,25/08/2023,0010,00001045,ARG,13006 ,2021,,720.00000,Unidad,120.00000,Cajas,6.00000,Malbec,1295988.41,1071064.80,1071064.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,25/08/2023,25/08/2023,0010,00001151,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,7200.00,5950.41,7200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,29/08/2023,29/08/2023,0010,00000137,ARG,13006 ,2021,,-720.00000,Unidad,-120.00000,Cajas,6.00000,Malbec,-1295988.41,-1071064.80,-1071064.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13016 ,2020,,24.00000,Unidad,4.00000,Cajas,6.00000,Pinot Noir,36480.00,30148.76,30148.76,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00000138,ARG,13106 ,2021,,-3.00000,Unidad,0.00000,Botellas,1.00000,Malbec,-4319.99,-3570.24,-3570.24,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0002
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13032 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Franc,26399.99,21818.18,21818.18,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13003 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Chardonnay,11520.00,9520.66,9520.66,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00001046,ARG,13006 ,2021,,720.00000,Unidad,120.00000,Cajas,6.00000,Malbec,1080000.50,892562.40,892562.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13113 ,2022,,4.00000,Unidad,0.00000,Botellas,1.00000,Malbec,6079.99,5024.79,5024.79,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13028 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,26400.00,21818.18,21818.18,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13115 ,2022,,29.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,44080.00,36429.75,36429.75,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13034 ,2017,,12.00000,Unidad,2.00000,Cajas,6.00000,Bonarda,26400.00,21818.18,21818.18,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00000137,ARG,13010 ,2019,,-300.00000,Unidad,-50.00000,Cajas,6.00000,Cabernet Sauvignon,-539995.17,-446277.00,-446277.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001046,ARG,13010 ,2019,,300.00000,Unidad,50.00000,Cajas,6.00000,Cabernet Sauvignon,450000.21,371901.00,371901.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13042 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,134400.00,111074.38,111074.38,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00000138,ARG,13110 ,2019,,-3.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,-4319.99,-3570.24,-3570.24,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0002
2023/08,29/08/2023,29/08/2023,0010,00000138,ARG,13111 ,2019,,-3.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,-4319.99,-3570.24,-3570.24,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0002
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13029 ,2015,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Franc,91200.00,75371.90,75371.90,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13022 ,2014,,-6.00000,Unidad,-1.00000,Cajas,6.00000,Torrontes,-5760.01,-4760.34,-4760.34,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13024 ,2019,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,39600.00,32727.27,32727.27,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00000137,ARG,13033 ,2023,,-600.00000,Unidad,-100.00000,Cajas,6.00000,Cabernet Franc,-1079990.34,-892554.00,-892554.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001046,ARG,13033 ,2023,,600.00000,Unidad,100.00000,Cajas,6.00000,Cabernet Franc,900000.42,743802.00,743802.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00000137,ARG,13001 ,2023,,-60.00000,Unidad,-10.00000,Cajas,6.00000,Sauvignon Blanc,-107999.03,-89255.40,-89255.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001046,ARG,13001 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Sauvignon Blanc,90000.05,74380.20,74380.20,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00000137,ARG,13011 ,2023,,-600.00000,Unidad,-100.00000,Cajas,6.00000,Pinot Noir,-1079990.34,-892554.00,-892554.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001046,ARG,13011 ,2023,,600.00000,Unidad,100.00000,Cajas,6.00000,Pinot Noir,900000.42,743802.00,743802.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13011 ,2023,,228.00000,Unidad,38.00000,Cajas,6.00000,Pinot Noir,218880.00,180892.56,180892.56,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,29/08/2023,29/08/2023,0010,00000137,ARG,13003 ,2023,,-120.00000,Unidad,-20.00000,Cajas,6.00000,Chardonnay,-215998.07,-178510.80,-178510.80,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00001046,ARG,13003 ,2023,,120.00000,Unidad,20.00000,Cajas,6.00000,Chardonnay,180000.08,148760.40,148760.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,29/08/2023,29/08/2023,0010,00000138,ARG,13114 ,2021,,-3.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,-6839.97,-5652.87,-5652.87,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0002
2023/08,29/08/2023,29/08/2023,0010,00001047,ARG,13125 ,2021,,10.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,92000.00,76033.06,76033.06,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0014
2023/08,29/08/2023,29/08/2023,0012,00000592,ARG,13125 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,30000.00,24793.39,30000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000588,ARG,13127 ,2021,,3.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,15600.00,12892.56,15600.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000589,ARG,13127 ,2021,,3.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,15600.00,12892.56,15600.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000587,ARG,13118 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Blend,4200.00,3471.07,4200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000576,ARG,13152 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Semillón,10500.00,8677.69,10500.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000583,ARG,13152 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Semillón,21000.00,17355.37,21000.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000584,ARG,13152 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Semillón,10500.00,8677.69,10500.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000587,ARG,13152 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Semillón,4200.00,3471.08,4200.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000591,ARG,13152 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Semillón,10500.00,8677.68,10500.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000579,ARG,13116 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,11000.00,9090.91,11000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000583,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.46,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000585,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000586,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.46,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000588,ARG,13116 ,2020,,6.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,21450.00,17727.27,21450.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000590,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000596,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000585,ARG,13106 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,3000.00,2479.34,3000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000588,ARG,13111 ,2020,,6.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,11700.00,9669.42,11700.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000588,ARG,13113 ,2020,,4.00000,Unidad,0.00000,Botellas,1.00000,Malbec,14300.00,11818.18,14300.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000589,ARG,13113 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,7150.00,5909.10,7150.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000585,ARG,13122 ,2014,,1.00000,Unidad,0.00000,Botellas,1.00000,Torrontes,3000.00,2479.34,3000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000588,ARG,13122 ,2014,,3.00000,Unidad,0.00000,Botellas,1.00000,Torrontes,5850.00,4834.71,5850.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000589,ARG,13122 ,2014,,3.00000,Unidad,0.00000,Botellas,1.00000,Torrontes,5850.00,4834.71,5850.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000579,ARG,13129 ,2016,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,24700.00,20413.22,24700.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,29/08/2023,29/08/2023,0012,00000591,ARG,13129 ,2016,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,24700.00,20413.23,24700.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
