Comp. - Año / Mes Contab. (AAAA/MM),Comp. - F. Contab.,Comp. - F. Emisión,Comp. - Pto. Vta. - Cód.,Comp. - Nro.,Cliente - País - Cód.,Ítem - Artículo - Cód. Gen.,Ítem - Artículo - Elem. 1 - Cód.,Ítem - Concepto - Cód.,Ítem - Cant. UM 1,Ítem - U. M. 1,Ítem - Cant. UM 2,Ítem - U. M. 2,Artículo - Factor Conv.,Varietal,Ítem - Impte. Fact. Loc.,Ítem - Impte. Neto mon. Local,Ítem - Impte.Total mon Emisión,Comp. - Cotiz. mon. CC,Comp. - Mon. Emisión - Cód.,Moneda de facturación,Artículo - Ord. 1,Artículo - Ord. 2,Artículo - Clase - Cód.,Cliente - Vendedor - Cód.
2023/07,31/07/2023,31/07/2023,0012,00000572,ARG,13124 ,2019,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,5200.00,4297.52,5200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13124 ,2019,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,7200.00,5950.42,7200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13124 ,2019,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,8000.00,6611.58,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13124 ,2019,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000566,ARG,13142 ,2019,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,29200.00,24132.24,29200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Reserva,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000571,ARG,13142 ,2019,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,36500.00,30165.29,36500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Reserva,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000565,ARG,13110 ,2019,,2.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,6000.00,4958.67,6000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000566,ARG,13110 ,2019,,2.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,2400.00,1983.47,2400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000571,ARG,13129 ,2016,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,24700.00,20413.23,24700.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000572,ARG,13129 ,2016,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,15600.00,12892.56,15600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000565,ARG,13122 ,2014,,2.00000,Unidad,0.00000,Botellas,1.00000,Torrontes,6000.00,4958.68,6000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000572,ARG,13106 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,1950.00,1611.57,1950.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13106 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,3000.00,2479.34,3000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000565,ARG,13111 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,6000.00,4958.68,6000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000566,ARG,13111 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,2400.00,1983.47,2400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000565,ARG,13106 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Malbec,6000.00,4958.68,6000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000571,ARG,13125 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,30000.00,24793.38,30000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13125 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,27000.00,22314.04,27000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13127 ,2021,,4.00000,Unidad,0.00000,Botellas,1.00000,Sauvignon Blanc,28800.00,23801.65,28800.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000569,ARG,13152 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Semillón,10500.00,8677.68,10500.00,1.0000,1,Pesos,Producto Terminado,Botellas,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000574,ARG,13113 ,2021,,3.00000,Unidad,0.00000,Botellas,1.00000,Malbec,16500.00,13636.36,16500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000565,ARG,13103 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,6000.00,4958.68,6000.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/07,01/07/2023,01/07/2023,0010,00001014,ARG,13006 ,2020,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13001 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13006 ,2021,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13006 ,2021,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001017,ARG,13011 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13013 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13013 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001018,ARG,13024 ,2019,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,03/07/2023,03/07/2023,0010,00001019,ARG,13024 ,2019,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13006 ,2021,,108.00000,Unidad,18.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13024 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,05/07/2023,05/07/2023,0010,00001020,ARG,13013 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,10/07/2023,10/07/2023,0010,00001027,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0011
2023/07,10/07/2023,10/07/2023,0010,00000130,ARG,13006 ,2021,,-6.00000,Unidad,-1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001029,ARG,13006 ,2021,,120.00000,Unidad,20.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,10/07/2023,10/07/2023,0010,00001024,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001025,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001026,ARG,13006 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001021,ARG,13006 ,2021,,36.00000,Unidad,6.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001022,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001023,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00000130,ARG,13011 ,2021,,-6.00000,Unidad,-1.00000,Cajas,6.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001024,ARG,13011 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001028,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0007
2023/07,10/07/2023,10/07/2023,0010,00001022,ARG,13011 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,10/07/2023,10/07/2023,0010,00001027,ARG,13001 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0011
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13006 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13006 ,2021,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13006 ,2021,,-108.00000,Unidad,-18.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13024 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13024 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13024 ,2019,,-48.00000,Unidad,-8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13013 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13013 ,2022,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13013 ,2022,,-60.00000,Unidad,-10.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13006 ,2021,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13006 ,2021,,108.00000,Unidad,18.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13006 ,2021,,108.00000,Unidad,18.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13013 ,2022,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13013 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13013 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13006 ,2020,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13024 ,2019,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13024 ,2019,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13024 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13024 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,0.00,0.00,0.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/08,01/08/2023,01/08/2023,0006,00000594,MEX,15013 ,2022,,1680.00000,Unidad,140.00000,Cajas,12.00000,Malbec,3622500.00,3622500.00,12600.00,287.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,01/08/2023,01/08/2023,0006,00000594,MEX,15006 ,2021,,3360.00000,Unidad,280.00000,Cajas,12.00000,Malbec,3703000.00,3703000.00,12880.00,287.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,01/08/2023,01/08/2023,0006,00000594,MEX,15011 ,2023,,2100.00000,Unidad,175.00000,Cajas,12.00000,Pinot Noir,2314375.00,2314375.00,8050.00,287.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,01/08/2023,01/08/2023,0006,00000594,MEX,15005 ,2023,,1260.00000,Unidad,105.00000,Cajas,12.00000,Rosado,1388625.00,1388625.00,4830.00,287.5000,2,Dólar,Producto Terminado,Vinos Rosados Varietales,PT,0001
2023/08,01/08/2023,01/08/2023,0010,00001143,ARG,13006 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,14400.00,11900.83,14400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,01/08/2023,01/08/2023,0010,00001144,ARG,13106 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,1200.00,991.74,1200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,01/08/2023,01/08/2023,0010,00001145,ARG,13115 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,2200.00,1818.19,2200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,01/08/2023,01/08/2023,0010,00001145,ARG,13118 ,2018,,1.00000,Unidad,0.00000,Botellas,1.00000,Blend,4200.00,3471.07,4200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15024 ,2019,,720.00000,Unidad,60.00000,Cajas,12.00000,Malbec,1917300.00,1917300.00,6600.00,290.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15017 ,2022,,480.00000,Unidad,40.00000,Cajas,12.00000,Cabernet Franc,871500.00,871500.00,3000.00,290.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15027 ,2022,,360.00000,Unidad,30.00000,Cajas,12.00000,Sauvignon Blanc,958650.00,958650.00,3300.00,290.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15032 ,2022,,540.00000,Unidad,45.00000,Cajas,12.00000,Cabernet Franc,1437975.00,1437975.00,4950.00,290.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15046 ,2022,,360.00000,Unidad,30.00000,Cajas,12.00000,Chardonnay,653625.00,653625.00,2250.00,290.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15005 ,2023,,1200.00000,Unidad,100.00000,Cajas,12.00000,Rosado,1220100.00,1220100.00,4200.00,290.5000,2,Dólar,Producto Terminado,Vinos Rosados Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15011 ,2023,,1536.00000,Unidad,128.00000,Cajas,12.00000,Pinot Noir,1561728.00,1561728.00,5376.00,290.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15001 ,2023,,420.00000,Unidad,35.00000,Cajas,12.00000,Sauvignon Blanc,427035.00,427035.00,1470.00,290.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15003 ,2023,,960.00000,Unidad,80.00000,Cajas,12.00000,Chardonnay,976080.00,976080.00,3360.00,290.5000,2,Dólar,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0006,00000595,COL,15006 ,2021,,1260.00000,Unidad,105.00000,Cajas,12.00000,Malbec,1281105.00,1281105.00,4410.00,290.5000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/08,03/08/2023,03/08/2023,0010,00001146,ARG,13114 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,4400.00,3636.36,4400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/08,03/08/2023,03/08/2023,0010,00001036,ARG,13011 ,2023,,408.00000,Unidad,68.00000,Cajas,6.00000,Pinot Noir,489599.74,404627.88,404627.88,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,03/08/2023,03/08/2023,0010,00001036,ARG,13028 ,2022,,360.00000,Unidad,60.00000,Cajas,6.00000,Pinot Noir,1152000.10,952066.20,952066.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,03/08/2023,03/08/2023,0010,00001036,ARG,13032 ,2022,,360.00000,Unidad,60.00000,Cajas,6.00000,Cabernet Franc,1152000.10,952066.20,952066.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13032 ,2022,,108.00000,Unidad,18.00000,Cajas,6.00000,Cabernet Franc,345600.03,285619.86,285619.86,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13032 ,2022,,42.00000,Unidad,7.00000,Cajas,6.00000,Cabernet Franc,115501.15,95455.50,95455.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13032 ,2022,,18.00000,Unidad,3.00000,Cajas,6.00000,Cabernet Franc,39600.00,32727.27,32727.27,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13028 ,2022,,108.00000,Unidad,18.00000,Cajas,6.00000,Pinot Noir,345600.03,285619.86,285619.86,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13028 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Pinot Noir,82500.83,68182.50,68182.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13028 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Pinot Noir,65999.99,54545.45,54545.45,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13017 ,2022,,36.00000,Unidad,6.00000,Cajas,6.00000,Cabernet Franc,79199.99,65454.54,65454.54,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13017 ,2022,,72.00000,Unidad,12.00000,Cajas,6.00000,Cabernet Franc,136800.18,113058.00,113058.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13027 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Sauvignon Blanc,33000.33,27273.00,27273.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13046 ,2022,,48.00000,Unidad,8.00000,Cajas,6.00000,Chardonnay,91200.12,75372.00,75372.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001039,ARG,13016 ,2020,,168.00000,Unidad,28.00000,Cajas,6.00000,Pinot Noir,369599.97,305454.52,305454.52,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13016 ,2020,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,114000.15,94215.00,94215.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13016 ,2020,,108.00000,Unidad,18.00000,Cajas,6.00000,Pinot Noir,164160.00,135669.42,135669.42,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13003 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Chardonnay,11520.00,9520.66,9520.66,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0014
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13006 ,2021,,288.00000,Unidad,48.00000,Cajas,6.00000,Malbec,345599.81,285619.68,285619.68,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13006 ,2021,,180.00000,Unidad,30.00000,Cajas,6.00000,Malbec,215985.00,178500.00,178500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001038,ARG,13024 ,2019,,72.00000,Unidad,12.00000,Cajas,6.00000,Malbec,230400.02,190413.24,190413.24,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0015
2023/08,07/08/2023,07/08/2023,0010,00001040,ARG,13024 ,2019,,36.00000,Unidad,6.00000,Cajas,6.00000,Malbec,99000.99,81819.00,81819.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/08,07/08/2023,07/08/2023,0010,00001041,ARG,13024 ,2019,,42.00000,Unidad,7.00000,Cajas,6.00000,Malbec,92399.99,76363.63,76363.63,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0014
